ind,sampling_year,sampling_month,sampling_loc,seq_library,library_type,SL_mm,TL_mm,mass_g,juvenile,raw_reads,assem_reads,assem_pct,pheno_ID,pheno_sex,pca_ID_RAD,pca_ID_GBS,entropy_ID,spp_agree,checkHets_quality,keep,comments,final_ID
JAR18_140023,2018,May,Kasanga,lates03,GBS,407,504,1000,N,877054,821568,93.70%,Lmar,F,#N/A,Lmar,Lmar,TRUE,3,N,,#N/A
JAR18_140024,2018,May,Kasanga,lates03,GBS,226,236,81,N,771177,723284,93.80%,Lsta,F,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140025,2018,May,Kasanga,lates03,GBS,222,254,108,N,812010,763078,94.00%,Lsta,M,#N/A,#N/A,Lsta,TRUE,3,N,,#N/A
JAR18_140026,2018,May,Kasanga,lates03,GBS,213,249,102,N,932204,880137,94.40%,Lsta,F,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140027,2018,May,Kasanga,lates03,GBS,230,270,116,N,1081230,1014959,93.90%,Lsta,M,#N/A,#N/A,Lsta,TRUE,3,N,,#N/A
JAR18_140028,2018,May,Kasanga,lates03,GBS,234,271,126,N,730976,683450,93.50%,Lsta,F,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140029,2018,May,Kasanga,lates03,GBS,218,243,97,N,878140,827002,94.20%,Lsta,M,#N/A,#N/A,Lsta,FALSE,3,N,,#N/A
JAR18_140030,2018,May,Kasanga,lates03,GBS,191,228,76,N,852349,801808,94.10%,Lsta,M,#N/A,#N/A,Lsta,TRUE,3,N,,#N/A
JAR18_140031,2018,May,Kasanga,lates03,GBS,204,236,84,N,887143,839641,94.60%,Lsta,F,#N/A,#N/A,Lsta,TRUE,3,N,,#N/A
JAR18_140033,2018,May,Kasanga,lates03,GBS,196,231,75,N,1468180,1388646,94.60%,Lsta,M,#N/A,#N/A,Lunk,TRUE,4,N,,#N/A
JAR18_140034,2018,May,Kasanga,lates03,GBS,232,267,116,N,459343,434424,94.60%,Lsta,F,#N/A,#N/A,Lsta,TRUE,3,N,,#N/A
JAR18_140035,2018,May,Kasanga,lates03,GBS,222,256,106,N,1364239,1288791,94.50%,Lsta,F,#N/A,#N/A,Lsta,TRUE,3,N,,#N/A
JAR18_140036,2018,May,Kasanga,lates03,GBS,222,256,102,N,1010313,951721,94.20%,Lsta,F,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140037,2018,May,Kasanga,lates03,GBS,223,261,103,N,862679,810275,93.90%,Lsta,F,#N/A,#N/A,Lsta,TRUE,4,N,,#N/A
JAR18_140038,2018,May,Kasanga,lates03,GBS,213,252,96,N,929669,879694,94.60%,Lsta,F,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140039,2018,May,Kasanga,lates03,GBS,216,249,98,N,1337174,1262511,94.40%,Lsta,M,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140041,2018,May,Kasanga,lates03,GBS,239,270,129,N,1521675,1441065,94.70%,Lsta,M,#N/A,#N/A,Lsta,TRUE,3,N,,#N/A
JAR18_140042,2018,May,Kasanga,lates03,GBS,205,234,89,N,674740,636527,94.30%,Lsta,F,#N/A,#N/A,Lsta,TRUE,4,N,,#N/A
JAR18_140043,2018,May,Kasanga,lates03,GBS,206,231,78,N,875530,824508,94.20%,Lsta,F,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140044,2018,May,Kasanga,lates03,GBS,206,228,95,N,1030833,972198,94.30%,Lsta,M,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140045,2018,May,Kasanga,lates03,GBS,211,243,99,N,930989,878130,94.30%,Lsta,F,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
JAR18_140046,2018,May,Kasanga,lates03,GBS,228,261,106,N,1076935,1021866,94.90%,Lsta,M,#N/A,#N/A,Lsta,TRUE,3,N,,#N/A
JAR18_140047,2018,May,Kasanga,lates03,GBS,230,253,96,N,1313418,1245311,94.80%,Lsta,F,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
PBM2010_59,2010,,Kigoma,lates01,GBS,89.8,104.2,8.63,Y,1624146,1489868,91.70%,Lmic,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2010_60,2010,,Kigoma,lates01,GBS,111.8,130.9,19.12,Y,1546790,1425932,92.20%,Lmic,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_132,2011,August,Kigoma,lates01,GBS,103,127,17.56,Y,1867334,1727814,92.50%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_133,2011,August,Kigoma,lates01,GBS,101,121,15.66,Y,1235413,1135921,91.90%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_134,2011,August,Kigoma,lates01,GBS,95,115,12.92,Y,1518808,1384719,91.20%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_135,2011,August,Kigoma,lates01,GBS,138,163,39.34,Y,1373950,1245487,90.70%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_136,2011,August,Kigoma,lates01,GBS,119,147,27.01,Y,1936352,1769196,91.40%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_137,2011,August,Kigoma,lates01,GBS,139,168,40.03,Y,1286368,1106960,86.10%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_138,2011,August,Kigoma,lates01,GBS,102,123,16.92,Y,1203130,1035085,86.00%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_139,2011,August,Kigoma,lates01,GBS,141,167,38.04,Y,2119271,1850050,87.30%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_294,2011,August,Kigoma,lates01,GBS,96,115,13.93,Y,1798308,1585163,88.10%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_299,2011,August,Kigoma,lates01,GBS,98,121,15.52,Y,832564,759535,91.20%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBM2011_323,2011,August,Kigoma,lates01,GBS,214,257,171.64,Y,3583751,3355177,93.60%,Lang,,#N/A,#N/A,Lang,TRUE,1,Y,,Lang
PBM2011_354,2011,August,Kigoma,lates01,GBS,520,630,2100,N,3294520,3030604,92.00%,Lmar,,#N/A,#N/A,Lmar,TRUE,2,Y,Caught deep by fisherman,Lmar
PBM2012_114,2012,July,N_Mahale,lates01,GBS,112,137,23.68,Y,3096369,2810363,90.80%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,Caught in littoral gill net,Lmic
PBM2012_117,2012,July,N_Mahale,lates01,GBS,96,119,16.74,Y,3013680,2790588,92.60%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,Caught in littoral gill net,Lmic
PBM2012_128,2012,July,N_Mahale,lates01,GBS,90,110,15.63,Y,2675242,2425583,90.70%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,Caught in littoral gill net,Lmic
PBM2012_135,2012,July,N_Mahale,lates01,GBS,130,158,36.59,Y,2761383,2557659,92.60%,Lmar,,#N/A,#N/A,Lmic,FALSE,1,Y,,Lmic
PBM2012_251,2012,July,N_Mahale,lates01,GBS,600,700,3650,N,2731287,2514426,92.10%,Lmar,,#N/A,#N/A,Lang,TRUE,2,Y,Caught in TAFIRI gill net,Lang
PBM2015_1189,2015,July,S_Mahale,lates01,GBS,,,6000,N,2113323,1938948,91.70%,Lmar,,#N/A,#N/A,Lmic,TRUE,2,Y,Caught in littoral gill net,Lmic
PBM2015_1194,2015,July,S_Mahale,lates01,GBS,,,,Y,2696536,2425826,90.00%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,Caught in littoral gill net,Lmic
PBM2015_1195,2015,July,S_Mahale,lates01,GBS,590,720,3400,N,2319580,2125469,91.60%,Lmic,,#N/A,#N/A,Lmic,TRUE,2,Y,Caught in gill net during night dive,Lmic
PBM2015_1196,2015,July,S_Mahale,lates01,GBS,n/a,n/a,n/a,Y,2129127,1929987,90.60%,Juv,,#N/A,#N/A,Lang,TRUE,2,Y,Caught in gill net during night dive,Lang
PBM2015_1212,2015,July,S_Mahale,lates01,GBS,,,,N,1878908,1734800,92.30%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,Caught in littoral gill net,Lsta
PBM2015_1215,2015,July,S_Mahale,lates01,GBS,,,,N,1838144,1712324,93.20%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,Caught in littoral gill net,Lsta
PBM2015_1352,2015,July,S_Mahale,lates01,GBS,,,,N,2228806,2044828,91.70%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,Caught in littoral gill net,Lsta
PBM2015_1354,2015,July,S_Mahale,lates01,GBS,,,,N,1876637,1735436,92.50%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,Caught in littoral gill net,Lsta
PBM2015_1355,2015,July,S_Mahale,lates01,GBS,,,,N,1575080,1463542,92.90%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,Caught in littoral gill net,Lsta
PBM2015_1465,2015,July,S_Mahale,lates01,GBS,142,173,,Y,784173,715478,91.20%,Juv,,#N/A,#N/A,Lmic,TRUE,4,N,Caught in littoral gill net,#N/A
PBM2015_1466,2015,July,S_Mahale,lates01,GBS,156,194,,Y,3974914,3691420,92.90%,Juv,,#N/A,#N/A,Lunk,TRUE,2,N,Caught in littoral gill net,#N/A
PBM2015_1467,2015,July,S_Mahale,lates01,GBS,177,222,,Y,227322,210359,92.50%,Juv,,#N/A,#N/A,Lmic,TRUE,3,N,Caught in littoral gill net,#N/A
PBM2015_1665,2015,July,N_Mahale,lates01,GBS,,,,Y,2362208,2187786,92.60%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,Caught in littoral gill net,Lmic
PBM2015_1666,2015,July,N_Mahale,lates01,GBS,,,,Y,2024041,1849963,91.40%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,Caught in littoral gill net,Lmic
PBM2015_1951,2015,July,N_Mahale,lates01,GBS,,,,N,1223270,973060,79.50%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,Caught in littoral gill net,Lsta
PBM2015_1952,2015,July,N_Mahale,lates01,GBS,,,,N,1137557,967447,85.00%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,Caught in littoral gill net,Lsta
PBM2015_1955,2015,July,N_Mahale,lates01,GBS,,,,N,1549124,1306721,84.40%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,Bought from fisherman at Buhingu market,Lsta
PBM2015_1987,2015,July,Kigoma,lates01,GBS,,,,N,1579863,1454551,92.10%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
PBM2015_1989,2015,July,Kigoma,lates01,GBS,,,,N,1143315,1018889,89.10%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
PBM2015_1991,2015,July,Kigoma,lates01,GBS,,,,N,2232948,2035693,91.20%,Lsta,,#N/A,#N/A,Lsta,TRUE,4,N,,#N/A
PBM2015_1992,2015,July,Kigoma,lates01,GBS,,,,N,1750719,1624077,92.80%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
PBM2015_1995,2015,July,Kigoma,lates01,GBS,,,,N,1753218,1619724,92.40%,Lsta,,#N/A,#N/A,Lsta,TRUE,4,N,,#N/A
PBM2015_1997,2015,July,Kigoma,lates01,GBS,,,,N,2253425,2055174,91.20%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
PBM2015_2002,2015,July,Kigoma,lates01,GBS,,,,N,2464446,2196822,89.10%,Lsta,,#N/A,#N/A,Lsta,TRUE,2,Y,,Lsta
PBM2015_2003,2015,July,Kigoma,lates01,GBS,142,179,,Y,3034558,2830641,93.30%,Lang,,#N/A,#N/A,Lang,TRUE,2,Y,,Lang
PBMC114,2002,,Kigoma,lates01,GBS,,,,Y,3791169,3545369,93.50%,Lmar,,#N/A,#N/A,Lang,FALSE,1,Y,,Lang
PBMC115,2002,,Kigoma,lates01,GBS,,,,Y,3273480,3062676,93.60%,Lmar,,#N/A,#N/A,Lmar,TRUE,1,Y,,Lmar
PBMC116,2002,,Kigoma,lates01,GBS,,,,Y,2730561,2516766,92.20%,Juv,,#N/A,#N/A,Lmar,TRUE,2,Y,,Lmar
PBMC119,2002,,Kigoma,lates01,GBS,,,,Y,3184559,2985628,93.80%,Juv,,#N/A,#N/A,Lmar,TRUE,2,Y,,Lmar
PBMC120,2002,,Kigoma,lates01,GBS,,,,Y,2625322,2454294,93.50%,Juv,,#N/A,#N/A,Lmar,TRUE,2,Y,,Lmar
PBMC197,2002,,Kigoma,lates01,GBS,,,,Y,2361245,2198815,93.10%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBMC84,2001,,Kigoma,lates01,GBS,,,,Y,2526589,2349586,93.00%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBMC85,2001,,Kigoma,lates01,GBS,,,,Y,2737896,2558781,93.50%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBMC86,2001,,Kigoma,lates01,GBS,,,,Y,2647080,2478357,93.60%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
PBMC87,2001,,Kigoma,lates01,GBS,,,,Y,2484930,2320556,93.40%,Juv,,#N/A,#N/A,Lmic,TRUE,2,Y,,Lmic
KAT04.GQI128,2017,September,Kigoma,GQI128,RAD,326,376,320,N,1367897,1230423,89.95%,Lsta,,Lsta,,,,3,N,Katonga Landing Site,#N/A
KAT05.GQI128,2017,September,Kigoma,GQI128,RAD,220,252,103,N,2836995,2548029,89.81%,Lsta,,Lsta,,,,2,Y,Katonga Landing Site,Lsta
KAT06.GQI128,2017,September,Kigoma,GQI128,RAD,184,210,62,N,1769031,1593023,90.05%,Lsta,,Lsta,,,,3,N,Katonga Landing Site,#N/A
KAT11.GQI128,2017,September,Kigoma,GQI128,RAD,159,184,41,N,1918834,1720785,89.68%,Lsta,,Lsta,,,,3,N,Katonga Landing Site,#N/A
KAT12.GQI128,2017,September,Kigoma,GQI128,RAD,230,263,120,N,909171,815564,89.70%,Lsta,,Lsta,,,,4,N,Katonga Landing Site,#N/A
KAT13.GQI128,2017,September,Kigoma,GQI128,RAD,207,240,97,N,4296344,3880156,90.31%,Lsta,M,Lsta,,,,2,Y,Katonga Landing Site,Lsta
KAT14.GQI128,2017,September,Kigoma,GQI128,RAD,248,285,166,N,1755781,1571087,89.48%,Lsta,M,Lsta,,,,3,N,Katonga Landing Site,#N/A
KAT15.GQI128,2017,September,Kigoma,GQI128,RAD,179,206,56,N,2600918,2336316,89.83%,Lsta,M,Lsta,,,,3,N,Katonga Landing Site,#N/A
KAT16.GQI128,2017,September,Kigoma,GQI128,RAD,231,264,159,N,1177453,1054679,89.57%,Lsta,M,Lsta,,,,4,N,Katonga Landing Site,#N/A
KAT17.GQI128,2017,September,Kigoma,GQI128,RAD,248,278,171,N,2657580,2388359,89.87%,Lsta,,Lsta,,,,3,N,Katonga Landing Site,#N/A
KAT18.GQI128,2017,September,Kigoma,GQI128,RAD,266,303,184,N,448915,399678,89.03%,Lsta,,Lsta,,,,4,N,Katonga Landing Site,#N/A
KAT19.GQI128,2017,September,Kigoma,GQI128,RAD,217,249,94,N,1563065,1400354,89.59%,Lsta,,Lsta,,,,3,N,Katonga Landing Site,#N/A
IKO59.GQI128,2017,September,Ikola,GQI128,RAD,273,321,198,N,1636455,1469009,89.77%,Lsta,,Lsta,,,,2,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO60.GQI128,2017,September,Ikola,GQI128,RAD,292,345,235,N,2117891,1898986,89.66%,Lsta,,Lsta,,,,2,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO61.GQI128,2017,September,Ikola,GQI128,RAD,253,292,148,N,1304365,1156984,88.70%,Lsta,,Lsta,,,,3,N,"fish were caught about 2h off shore (boat with engine, about 10-20km)",#N/A
IKO62.GQI128,2017,September,Ikola,GQI128,RAD,293,299,153,N,1003587,856096,85.30%,Lsta,,Lsta,,,,3,N,"fish were caught about 2h off shore (boat with engine, about 10-20km)",#N/A
IKO63.GQI133,2017,September,Ikola,GQI133,RAD,112,124,14,Y,1719642,1533314,89.16%,Lsta,,Lsta,,,,2,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO64.GQI132,2017,September,Ikola,GQI132,RAD,109,122,13,Y,2261848,2028905,89.70%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO65.GQI128,2017,September,Ikola,GQI128,RAD,117,132,18,Y,2870799,2572330,89.60%,Lsta,,Lsta,,,,2,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO66.GQI133,2017,September,Ikola,GQI133,RAD,114,130,17,Y,2401630,2144853,89.31%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO67.GQI132,2017,September,Ikola,GQI132,RAD,114,127,18,Y,2350203,2118643,90.15%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO68.GQI133,2017,September,Ikola,GQI133,RAD,112,126,15,Y,2073348,1816554,87.61%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO69.GQI133,2017,September,Ikola,GQI133,RAD,109,124,14,Y,2681762,2399486,89.47%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO70.GQI133,2017,September,Ikola,GQI133,RAD,115,130,16,Y,1847130,1623216,87.88%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO71.GQI132,2017,September,Ikola,GQI132,RAD,116,132,17,Y,2046095,1837677,89.81%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO72.GQI133,2017,September,Ikola,GQI133,RAD,102,116,9,Y,2403531,2124630,88.40%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO73.GQI132,2017,September,Ikola,GQI132,RAD,116,131,17,Y,3214047,2884799,89.76%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO74.GQI132,2017,September,Ikola,GQI132,RAD,115,130,17,Y,1721552,1552053,90.15%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO75.GQI132,2017,September,Ikola,GQI132,RAD,100,113,10,Y,2224776,1998338,89.82%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO76.GQI133,2017,September,Ikola,GQI133,RAD,102,116,11,Y,2717559,2438376,89.73%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO77.GQI133,2017,September,Ikola,GQI133,RAD,101,114,10,Y,2297635,2051527,89.29%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO78.GQI132,2017,September,Ikola,GQI132,RAD,105,120,12,Y,2302897,2076597,90.17%,Lsta,,Lsta,,,,1,Y,"fish were caught about 2h off shore (boat with engine, about 10-20km)",Lsta
IKO82.GQI128,2017,September,Ikola,GQI128,RAD,224,255,111,N,4841111,4352674,89.91%,Lsta,,Lsta,,,,1,Y,,Lsta
IKO83.GQI128,2017,September,Ikola,GQI128,RAD,246,283,138,N,355074,313918,88.41%,Lsta,,Lsta,,,,4,N,,#N/A
IKO84.GQI128,2017,September,Ikola,GQI128,RAD,228,261,111,N,2583550,2324858,89.99%,Lsta,,Lsta,,,,2,Y,,Lsta
IKO85.GQI128,2017,September,Ikola,GQI128,RAD,231,262,116,N,3732130,3359819,90.02%,Lsta,,Lsta,,,,2,Y,,Lsta
IKO86.GQI128,2017,September,Ikola,GQI128,RAD,201,230,84,N,3712682,3338081,89.91%,Lsta,,Lsta,,,,2,Y,,Lsta
IKO87.GQI128,2017,September,Ikola,GQI128,RAD,225,260,115,N,1211410,1083241,89.42%,Lsta,,Lsta,,,,3,N,,#N/A
IKO88.GQI128,2017,September,Ikola,GQI128,RAD,203,237,89,N,1572131,1414348,89.96%,Lsta,,Lsta,,,,3,N,,#N/A
KIP90.GQI128,2017,September,Kirando,GQI128,RAD,229,262,110,N,1006128,870136,86.48%,Lsta,,Lsta,,,,3,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP91.GQI128,2017,September,Kirando,GQI128,RAD,301,343,250,N,1766039,1559880,88.33%,Lsta,,Lsta,,,,3,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP92.GQI128,2017,September,Kirando,GQI128,RAD,231,269,114,N,2578525,2296304,89.05%,Lsta,,Lsta,,,,3,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP93.GQI128,2017,September,Kirando,GQI128,RAD,203,231,89,N,2332402,2058885,88.27%,Lsta,,Lsta,,,,2,Y,25km off Kipili-Karungu Liftnet (100m deep),Lsta
KIP94.GQI128,2017,September,Kirando,GQI128,RAD,261,301,163,N,2189490,1959953,89.52%,Lsta,,Lsta,,,,3,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP95.GQI128,2017,September,Kirando,GQI128,RAD,178,208,63,N,3411836,2973406,87.15%,Lsta,,Lsta,,,,2,Y,25km off Kipili-Karungu Liftnet (100m deep),Lsta
KIP97.GQI128,2017,September,Kirando,GQI128,RAD,219,255,98,N,3679800,3310104,89.95%,Lsta,,Lsta,,,,2,Y,25km off Kipili-Karungu Liftnet (100m deep),Lsta
KIP99.GQI132,2017,September,Kirando,GQI132,RAD,207,230,85,N,2602745,2340307,89.92%,Lsta,,Lsta,,,,2,Y,25km off Kipili-Karungu Liftnet (100m deep),Lsta
KIP100.GQI128,2017,September,Kirando,GQI128,RAD,213,244,99,N,910657,782660,85.94%,Lsta,,Lsta,,,,4,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP101.GQI127,2017,September,Kirando,GQI127,RAD,116,204,56,N,242898,211785,87.19%,Lsta,,Lsta,,,,4,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP101.GQI128,2017,September,Kirando,GQI128,RAD,116,204,56,N,366220,320363,87.48%,Lsta,,Lsta,,,,4,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP101.GQI129,2017,September,Kirando,GQI129,RAD,116,204,56,N,246657,213246,86.45%,Lsta,,Lsta,,,,4,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP101.GQI130,2017,September,Kirando,GQI130,RAD,116,204,56,N,185719,159831,86.06%,Lsta,,Lsta,,,,4,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP101.GQI132,2017,September,Kirando,GQI132,RAD,116,204,56,N,935595,846634,90.49%,Lsta,,Lsta,,,,4,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP101.GQI133,2017,September,Kirando,GQI133,RAD,116,204,56,N,1716512,1552977,90.47%,Lsta,,Lsta,,,,4,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP102.GQI128,2017,September,Kirando,GQI128,RAD,215,250,94,N,4508402,4039453,89.60%,Lsta,,Lsta,,,,3,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP103.GQI128,2017,September,Kirando,GQI128,RAD,204,240,86,N,2892991,2483127,85.83%,Lsta,,Lsta,,,,3,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KIP104.GQI128,2017,September,Kirando,GQI128,RAD,220,251,97,N,1554777,1367122,87.93%,Lsta,,Lsta,,,,4,N,25km off Kipili-Karungu Liftnet (100m deep),#N/A
KAS01.GQI132,2017,September,Kasanga,GQI132,RAD,226,258,108,N,2250591,2039114,90.60%,Lsta,,Lsta,,,,1,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS02.GQI132,2017,September,Kasanga,GQI132,RAD,221,252,103,N,3061669,2760949,90.18%,Lsta,,Lsta,,,,1,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS03.GQI132,2017,September,Kasanga,GQI132,RAD,205,237,92,N,1843045,1665358,90.36%,Lsta,,Lsta,,,,1,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS04.GQI128,2017,September,Kasanga,GQI128,RAD,232,270,117,N,5111169,4469820,87.45%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS05.GQI128,2017,September,Kasanga,GQI128,RAD,237,274,130,N,3526871,3168744,89.85%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS06.GQI132,2017,September,Kasanga,GQI132,RAD,196,226,82,N,2917674,2636006,90.35%,Lsta,,Lsta,,,,1,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS07.GQI132,2017,September,Kasanga,GQI132,RAD,232,265,114,N,3709972,3350128,90.30%,Lsta,,Lsta,,,,1,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS08.GQI128,2017,September,Kasanga,GQI128,RAD,231,261,118,N,1499406,1346041,89.77%,Lsta,,Lsta,,,,3,N,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,#N/A
KAS09.GQI128,2017,September,Kasanga,GQI128,RAD,220,250,108,N,2311225,2070294,89.58%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS10.GQI128,2017,September,Kasanga,GQI128,RAD,201,234,87,N,2915896,2622334,89.93%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS11.GQI132,2017,September,Kasanga,GQI132,RAD,215,250,99,N,1661256,1503708,90.52%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS12.GQI128,2017,September,Kasanga,GQI128,RAD,240,281,141,N,3220325,2876964,89.34%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS13.GQI128,2017,September,Kasanga,GQI128,RAD,211,242,88,N,3329176,2982229,89.58%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS14.GQI128,2017,September,Kasanga,GQI128,RAD,212,250,104,N,3013372,2709651,89.92%,Lsta,,Lsta,,,,2,Y,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,Lsta
KAS15.GQI128,2017,September,Kasanga,GQI128,RAD,220,253,101,N,1752855,1576061,89.91%,Lsta,,Lsta,,,,3,N,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,#N/A
KAS16.GQI128,2017,September,Kasanga,GQI128,RAD,206,232,94,N,2165956,1933493,89.27%,Lsta,,Lsta,,,,3,N,Fished with hookline at depth about 15m about 1km offshore- fish caught after 4 a.m.,#N/A
