New_ID,Moran_FishID,Site,Location,Field.ID,Sex,Library,lates01,lates02,lates03,duplicate,Plate,entropy_dnaID,raxml_dnaID
lates02.JAR18_139922,JAR18_139922,Wampembe,Wampembe,Lang,M,lates02lates03,F,T,T,T,"02_plate1,03_plate1",Lmar,Lmic
lates02.JAR18_139923,JAR18_139923,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate1,03_plate1",Lmic,Lmar
lates02.JAR18_139924,JAR18_139924,Wampembe,Wampembe,Lang,F,lates02lates03,F,T,T,T,"02_plate1,03_plate1",Lang,Lang
lates02.JAR18_139925,JAR18_139925,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate1,03_plate2",Lang,Lang
lates02.JAR18_139926,JAR18_139926,Wampembe,Wampembe,Lang,F,lates02lates03,F,T,T,T,"02_plate1,03_plate1",Lang,Lang
lates02.JAR18_139927,JAR18_139927,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate1,03_plate2",Lmic,Lmar
lates02.JAR18_139928,JAR18_139928,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate1,03_plate2",Lmic,Lmar
lates02.JAR18_139929,JAR18_139929,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate1,03_plate2",Lsta,Lsta
lates02.JAR18_139930,JAR18_139930,Wampembe,Wampembe,Lang,F,lates02lates03,F,T,T,T,"02_plate1,03_plate2",Lang,Lang
lates02.JAR18_139931,JAR18_139931,Wampembe,Wampembe,Lang,M,lates02lates03,F,T,T,T,"02_plate1,03_plate2",Lang,Lang
lates02.JAR18_139932,JAR18_139932,Wampembe,Wampembe,Lmic,F,lates02lates03,F,T,T,T,"02_plate1,03_plate1",Lmic,Lmar
lates02.JAR18_139933,JAR18_139933,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate1,03_plate1",Lmic,Lmar
lates02.JAR18_139934,JAR18_139934,Wampembe,Wampembe,Lmic,M,lates02lates03,F,T,T,T,"02_plate1,03_plate2",Lmic,Lmar
lates02.JAR18_139935,JAR18_139935,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate1,03_plate2",Lmic,Lmar
lates02.JAR18_139936,JAR18_139936,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate1,03_plate1",Lmic,Lmar
lates02.JAR18_139937,JAR18_139937,Wampembe,Wampembe,Lang,F,lates02lates03,F,T,T,T,"02_plate1,03_plate1",Lmic,Lmar
lates02.JAR18_139938,JAR18_139938,Wampembe,Wampembe,Lmar,,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_139939,JAR18_139939,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_139940,JAR18_139940,Wampembe,Wampembe,Lmar,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_139941,JAR18_139941,Wampembe,Wampembe,Lmar,,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_139942,JAR18_139942,Wampembe,Wampembe,Lmar,,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_139943,JAR18_139943,Wampembe,Wampembe,Lmar,,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_139944,JAR18_139944,Wampembe,Wampembe,Lang,,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_139945,JAR18_139945,Wampembe,Wampembe,Lmar,,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_139946,JAR18_139946,Wampembe,Wampembe,Lmar,,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_139947,JAR18_139947,Wampembe,Wampembe,Lmar,,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_139948,JAR18_139948,Wampembe,Wampembe,Lmar,,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_139983,JAR18_139983,Wampembe,Wampembe,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_139984,JAR18_139984,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_139985,JAR18_139985,Wampembe,Wampembe,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_139986,JAR18_139986,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_139987,JAR18_139987,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_139988,JAR18_139988,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_139989,JAR18_139989,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_139990,JAR18_139990,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_139991,JAR18_139991,Wampembe,Wampembe,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_139992,JAR18_139992,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_139993,JAR18_139993,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_139994,JAR18_139994,Wampembe,Wampembe,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lunk,Lunk
lates02.JAR18_139995,JAR18_139995,Wampembe,Wampembe,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_139996,JAR18_139996,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_139997,JAR18_139997,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_139998,JAR18_139998,Wampembe,Wampembe,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_139999,JAR18_139999,Wampembe,Wampembe,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140000,JAR18_140000,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140001,JAR18_140001,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140002,JAR18_140002,Wampembe,Wampembe,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140014,JAR18_140014,Kasanga,Kasanga,Lmar,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_140015,JAR18_140015,Kasanga,Kasanga,Lmic,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmar,Lmic
lates02.JAR18_140016,JAR18_140016,Kasanga,Kasanga,Lmic,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_140017,JAR18_140017,Kasanga,Kasanga,Lang,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_140018,JAR18_140018,Kasanga,Kasanga,Lmar,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_140019,JAR18_140019,Kasanga,Kasanga,Lang,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lang
lates02.JAR18_140020,JAR18_140020,Kasanga,Kasanga,Lmar,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lmic,Lmar
lates02.JAR18_140021,JAR18_140021,Kasanga,Kasanga,Lmar,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_140022,JAR18_140022,Kasanga,Kasanga,Lmar,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_140023,JAR18_140023,Kasanga,Kasanga,Lmar,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lmic,Lmar
lates02.JAR18_140024,JAR18_140024,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140025,JAR18_140025,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140026,JAR18_140026,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140027,JAR18_140027,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140028,JAR18_140028,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140029,JAR18_140029,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140030,JAR18_140030,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140031,JAR18_140031,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140032,JAR18_140032,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lunk,Lunk
lates02.JAR18_140033,JAR18_140033,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140034,JAR18_140034,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140035,JAR18_140035,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140036,JAR18_140036,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140037,JAR18_140037,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140038,JAR18_140038,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140039,JAR18_140039,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140040,JAR18_140040,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lunk,Lunk
lates02.JAR18_140041,JAR18_140041,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140042,JAR18_140042,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140043,JAR18_140043,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140044,JAR18_140044,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140045,JAR18_140045,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140046,JAR18_140046,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate2",Lsta,Lsta
lates02.JAR18_140047,JAR18_140047,Kasanga,Kasanga,Lsta,F,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lsta,Lsta
lates02.JAR18_140048,JAR18_140048,Kasanga,Kasanga,Lsta,M,lates02lates03,F,T,T,T,"02_plate2,03_plate1",Lunk,Lunk
lates01.JPF_04C_043,JPF_04C_043,"Cameroon, Centre Province",West_Africa,Lnil,,lates01,T,F,F,T,"01_plate1,01_plate2",Lnil,Lnil
lates01.PBM2010_59,PBM2010_59,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2010_60,PBM2010_60,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2011_132,PBM2011_132,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2011_133,PBM2011_133,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2011_134,PBM2011_134,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,F,01_plate2,Lmar,Lmic
lates01.PBM2011_135,PBM2011_135,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,F,01_plate2,Lmar,Lmic
lates01.PBM2011_136,PBM2011_136,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,F,01_plate2,Lmar,Lmic
lates01.PBM2011_137,PBM2011_137,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,F,01_plate2,Lmar,Lmic
lates01.PBM2011_138,PBM2011_138,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,F,01_plate2,Lmar,Lmic
lates01.PBM2011_139,PBM2011_139,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,F,01_plate2,Lmar,Lmic
lates01.PBM2011_294,PBM2011_294,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,F,01_plate2,Lmar,Lmic
lates01.PBM2011_299,PBM2011_299,"Assume Kigoma, but not stated",Kigoma,Lmar,,lates01,T,F,F,F,01_plate2,Lmar,Lmic
lates01.PBM2011_323,PBM2011_323,JKB-3,Kigoma,Lang,,lates01,T,F,F,T,"01_plate1,01_plate2",Lang,Lang
lates01.PBM2011_354,PBM2011_354,JKB-3,Kigoma,Lmic,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmic,Lmar
lates01.PBM2012_114,PBM2012_114,Mahale NP Site H,N_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2012_115,PBM2012_115,Mahale NP Site H,N_Mahale,Lmar,,lates01,T,F,F,F,01_plate1,Lmar,Lmic
lates01.PBM2012_117,PBM2012_117,Mahale NP Site H,N_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2012_128,PBM2012_128,Mahale NP Site H,N_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2012_135,PBM2012_135,Mahale NP Site H,N_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2012_251,PBM2012_251,Mahale NP Site H,N_Mahale,Lang,,lates01,T,F,F,T,"01_plate1,01_plate2",Lang,Lang
lates01.PBM2015_1189,PBM2015_1189,S8,S_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2015_1194,PBM2015_1194,S8,S_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2015_1195,PBM2015_1195,S8,S_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2015_1196,PBM2015_1196,S8,S_Mahale,Lang,,lates01,T,F,F,T,"01_plate1,01_plate2",Lang,Lang
lates01.PBM2015_1212,PBM2015_1212,Sibwesa,S_Mahale,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1213,PBM2015_1213,Sibwesa,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1214,PBM2015_1214,Sibwesa,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1215,PBM2015_1215,Sibwesa,S_Mahale,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1216,PBM2015_1216,Sibwesa,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1217,PBM2015_1217,Sibwesa,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1352,PBM2015_1352,Kalya Beach,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate2,Lsta,Lsta
lates01.PBM2015_1354,PBM2015_1354,Kalya Beach,S_Mahale,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1355,PBM2015_1355,Kalya Beach,S_Mahale,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1356,PBM2015_1356,Kalya Beach,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1358,PBM2015_1358,Kalya Beach,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1359,PBM2015_1359,Kalya Beach,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1360,PBM2015_1360,Kalya Beach,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1361,PBM2015_1361,Kalya Beach,S_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1465,PBM2015_1465,S8,S_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2015_1466,PBM2015_1466,S8,S_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2015_1467,PBM2015_1467,S8,S_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2015_1468,PBM2015_1468,S8,S_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lunk,Lunk
lates01.PBM2015_1665,PBM2015_1665,H,N_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2015_1666,PBM2015_1666,H,N_Mahale,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBM2015_1951,PBM2015_1951,Buhingu mar,N_Mahale,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1952,PBM2015_1952,Buhingu mar,N_Mahale,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1953,PBM2015_1953,Buhingu mar,N_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1955,PBM2015_1955,Buhingu mar,N_Mahale,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1956,PBM2015_1956,Buhingu mar,N_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1958,PBM2015_1958,Buhingu mar,N_Mahale,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1987,PBM2015_1987,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1988,PBM2015_1988,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1989,PBM2015_1989,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1990,PBM2015_1990,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1991,PBM2015_1991,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1992,PBM2015_1992,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1993,PBM2015_1993,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1994,PBM2015_1994,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1995,PBM2015_1995,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1996,PBM2015_1996,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1997,PBM2015_1997,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_1998,PBM2015_1998,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_1999,PBM2015_1999,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_2000,PBM2015_2000,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_2001,PBM2015_2001,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,F,01_plate1,Lsta,Lsta
lates01.PBM2015_2002,PBM2015_2002,Pelagic 3km,Kigoma,Lsta,,lates01,T,F,F,T,"01_plate1,01_plate2",Lsta,Lsta
lates01.PBM2015_2003,PBM2015_2003,Igalula Road,Kigoma,Lang,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,Lmic
lates01.PBMC114,PBMC114,Jakobsen's Beach,Kigoma,Lang,,lates01,T,F,F,T,"01_plate1,01_plate2",Lang,
lates01.PBMC115,PBMC115,Jakobsen's Beach,Kigoma,Lmic,,lates01,T,F,F,T,"01_plate1,01_plate2",Lang,
lates01.PBMC116,PBMC116,Jakobsen's Beach,Kigoma,Lmic,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmic,
lates01.PBMC119,PBMC119,Jakobsen's Beach,Kigoma,Lmic,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmic,
lates01.PBMC120,PBMC120,Jakobsen's Beach,Kigoma,Lmic,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmic,
lates01.PBMC197,PBMC197,Jakobsen's Beach,Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,
lates01.PBMC84,PBMC84,Jakobsen's Beach,Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,
lates01.PBMC85,PBMC85,Jakobsen's Beach,Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,
lates01.PBMC86,PBMC86,Jakobsen's Beach,Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,
lates01.PBMC87,PBMC87,Jakobsen's Beach,Kigoma,Lmar,,lates01,T,F,F,T,"01_plate1,01_plate2",Lmar,
