ind,sampling_loc,raw_reads,assem_reads,assem_pct,pheno_ID,pca_ID_RAD,pca_ID_GBS,adm_ID,ngsadm_ID,ent_ID,agree?,checkHets,keep,comments,final_ID,,,,,,,
JAR18_140041,Kasanga,1521675,1441065,94.7%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,3,N,,#N/A,,,,,,,
JAR18_140042,Kasanga,674740,636527,94.3%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,4,N,,#N/A,,,,,,,
JAR18_140043,Kasanga,875530,824508,94.2%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
JAR18_140044,Kasanga,1030833,972198,94.3%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
JAR18_140045,Kasanga,930989,878130,94.3%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
JAR18_140046,Kasanga,1076935,1021866,94.9%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,3,N,,#N/A,,,,,,,
JAR18_140047,Kasanga,1313418,1245311,94.8%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2010_59,Kigoma,1624146,1489868,91.7%,Lmic,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2010_60,Kigoma,1546790,1425932,92.2%,Lmic,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_132,Kigoma,1867334,1727814,92.5%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_133,Kigoma,1235413,1135921,91.9%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_134,Kigoma,1518808,1384719,91.2%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_135,Kigoma,1373950,1245487,90.7%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_136,Kigoma,1936352,1769196,91.4%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_137,Kigoma,1286368,1106960,86.1%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_138,Kigoma,1203130,1035085,86.0%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_139,Kigoma,2119271,1850050,87.3%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_294,Kigoma,1798308,1585163,88.1%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_299,Kigoma,832564,759535,91.2%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2011_323,Kigoma,3583751,3355177,93.6%,Lang,#N/A,#N/A,Lang,Lang,Lang,TRUE,1,Y,,Lang,,,,,,,
PBM2011_354,Kigoma,3294520,3030604,92.0%,Lmar,#N/A,#N/A,Lmar,Lmar,Lmar,TRUE,2,Y,,Lmar,,,,,,,
PBM2012_114,N_Mahale,3096369,2810363,90.8%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2012_117,N_Mahale,3013680,2790588,92.6%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2012_128,N_Mahale,2675242,2425583,90.7%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2012_251,N_Mahale,2731287,2514426,92.1%,Lmar,#N/A,#N/A,Lang,Lang,Lang,TRUE,2,Y,,Lang,,,,,,,
PBM2015_1189,S_Mahale,2113323,1938948,91.7%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2015_1194,S_Mahale,2696536,2425826,90.0%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2015_1195,S_Mahale,2319580,2125469,91.6%,Lmic,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2015_1196,S_Mahale,2129127,1929987,90.6%,Juv,#N/A,#N/A,Lang,Lang,Lang,TRUE,2,Y,,Lang,,,,,,,
PBM2015_1212,S_Mahale,1878908,1734800,92.3%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1215,S_Mahale,1838144,1712324,93.2%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1352,S_Mahale,2228806,2044828,91.7%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1354,S_Mahale,1876637,1735436,92.5%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1355,S_Mahale,1575080,1463542,92.9%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1465,S_Mahale,784173,715478,91.2%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,4,N,,#N/A,,,,,,,
PBM2015_1466,S_Mahale,3974914,3691420,92.9%,Juv,#N/A,#N/A,Lunk,Lunk,Lunk,TRUE,2,N,,#N/A,,,,,,,
PBM2015_1467,S_Mahale,227322,210359,92.5%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,3,N,,#N/A,,,,,,,
PBM2015_1665,N_Mahale,2362208,2187786,92.6%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2015_1666,N_Mahale,2024041,1849963,91.4%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBM2015_1951,N_Mahale,1223270,973060,79.5%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1952,N_Mahale,1137557,967447,85.0%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1955,N_Mahale,1549124,1306721,84.4%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1987,Kigoma,1579863,1454551,92.1%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1991,Kigoma,2232948,2035693,91.2%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,4,N,,#N/A,,,,,,,
PBM2015_1992,Kigoma,1750719,1624077,92.8%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_1995,Kigoma,1753218,1619724,92.4%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,4,N,,#N/A,,,,,,,
PBM2015_1997,Kigoma,2253425,2055174,91.2%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_2002,Kigoma,2464446,2196822,89.1%,Lsta,#N/A,#N/A,Lsta,Lsta,Lsta,TRUE,2,Y,,Lsta,,,,,,,
PBM2015_2003,Kigoma,3034558,2830641,93.3%,Lang,#N/A,#N/A,Lang,Lang,Lang,TRUE,2,Y,,Lang,,,,,,,
PBMC115,Kigoma,3273480,3062676,93.6%,Lmar,#N/A,#N/A,Lmar,Lmar,Lmar,TRUE,1,Y,,Lmar,,,,,,,
PBMC116,Kigoma,2730561,2516766,92.2%,Juv,#N/A,#N/A,Lmar,Lmar,Lmar,TRUE,2,Y,,Lmar,,,,,,,
PBMC119,Kigoma,3184559,2985628,93.8%,Juv,#N/A,#N/A,Lmar,Lmar,Lmar,TRUE,2,Y,,Lmar,,,,,,,
PBMC120,Kigoma,2625322,2454294,93.5%,Juv,#N/A,#N/A,Lmar,Lmar,Lmar,TRUE,2,Y,,Lmar,,,,,,,
PBMC197,Kigoma,2361245,2198815,93.1%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBMC84,Kigoma,2526589,2349586,93.0%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBMC85,Kigoma,2737896,2558781,93.5%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBMC86,Kigoma,2647080,2478357,93.6%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
PBMC87,Kigoma,2484930,2320556,93.4%,Juv,#N/A,#N/A,Lmic,Lmic,Lmic,TRUE,2,Y,,Lmic,,,,,,,
